filename,PSNR,SSIM,MSE
4353.png,36.16693871462764,0.9227513917353658,5.67349408436214
5511.png,36.97690054918653,0.9378647546117815,5.816388888888889
2664.png,35.67424599396199,0.9159192813323619,7.8464583333333335
2539.png,32.70391765495566,0.8599068007025276,16.751063528806583
5703.png,34.26829869792323,0.8913222510190939,11.472533436213991
1231.png,44.39229518504657,0.9848359391769829,0.6968261316872428
1017.png,30.519225228876053,0.8321477387896404,25.536953446502057
4803.png,34.52678522631692,0.9326614562265226,4.56576774691358
2437.png,37.477581251713346,0.9435478814409575,4.888292181069959
3217.png,37.525826575669285,0.9558526508756721,4.23511316872428
5695.png,34.04830185483181,0.886636870176822,12.198791152263375
5106.png,32.11826399330977,0.8726809631071624,16.422291666666666
5590.png,35.830249046527484,0.9189298109690414,7.040901491769548
3207.png,39.189365859473206,0.9586779217257073,2.652692901234568
2015.png,36.576347059705924,0.9163506710206429,7.3692888374485594
2300.png,36.97636662756219,0.9292331001146296,6.347375257201646
2673.png,35.845042336936054,0.9383275999196098,6.766849279835391
2823.png,33.07778443061767,0.8969832037635762,10.415147890946502
3765.png,43.8925545456382,0.9828751314081376,0.879454732510288
1522.png,35.92291731457386,0.9279728490999353,8.03903677983539
4747.png,37.12841439276721,0.9433752820388172,5.224000771604938
3824.png,37.897345798331045,0.9459384146053434,4.983542952674897
4358.png,31.507932285800187,0.8908504480562309,12.401199845679013
2064.png,28.196704518394256,0.8163819107736557,20.309338991769547
641.png,28.252983994255526,0.7185085496731793,38.18622685185185
1088.png,29.613632803398893,0.7459885991107121,27.76803883744856
173.png,26.298057415248927,0.7829679580673836,23.510730452674895
5100.png,34.27391146664993,0.9102379383589564,10.835999228395062
2851.png,31.343158989916763,0.8256379017964525,18.769998713991768
2448.png,35.97857609048463,0.9451494534048274,5.569211676954732
1746.png,36.293021529527905,0.9233887322829031,5.57403420781893
1958.png,37.74499393213326,0.9421797946060563,5.152223508230453
1479.png,31.408297367456704,0.8287760649738175,18.288963477366256
815.png,37.64087394744632,0.9453001892120254,5.255102880658436
4352.png,33.8238133462667,0.9315617131899242,6.438869598765432
3448.png,28.53375742678656,0.8189595999345601,19.485412808641975
1794.png,36.48833978611708,0.9315236028633469,6.619137088477366
1727.png,36.79590940616097,0.9338666618683086,6.2203433641975305
1684.png,37.988994337737466,0.9518059182373443,3.868707561728395
4685.png,37.244984710993315,0.9386200895217557,5.267354681069959
4649.png,30.229541603357745,0.8258527232934464,25.278737139917695
5184.png,31.77269054738817,0.8977702217024474,10.33119598765432
1814.png,30.07604054954925,0.8230780804305613,25.171120113168723
491.png,36.48097844266158,0.9351602833771083,6.378878600823045
2982.png,36.40130266126983,0.933784551642425,4.954780092592593
2276.png,33.77329464661065,0.9081630485504674,11.50392361111111
1457.png,32.552430540753456,0.8664036411389252,13.885803755144034
3152.png,32.859497233318066,0.9178088256587834,8.089264403292182
4319.png,32.99137120740204,0.9218945856624275,7.4143505658436215
1924.png,30.169120623267393,0.8208358233677167,24.21755015432099
4805.png,35.53984969073838,0.9148035988684665,7.553712705761317
1084.png,35.710645915373284,0.918756737076964,7.168814300411523
5109.png,35.199282136042,0.8959918644712197,10.291346450617285
718.png,30.316259822924327,0.8296679770984897,23.842775205761317
3722.png,34.70342466897715,0.9235435123118027,6.969389146090535
709.png,31.02973599883895,0.8422389400841733,20.861545781893003
2690.png,35.65904375744042,0.924643451700718,7.507536008230453
889.png,37.60576867308232,0.9411010806117004,5.190235339506173
379.png,36.185368634382854,0.9182062076750263,7.6293222736625514
780.png,35.77864107762746,0.9204941044985688,7.719985853909465
3244.png,38.15892758043072,0.9435237929807977,5.069278549382716
248.png,30.451684965018828,0.7621909901339785,26.03039994855967
5073.png,36.88248577417752,0.9505054970202702,5.033424639917696
1680.png,40.447344557259825,0.9691517074625211,1.9368338477366256
1675.png,35.126100697510985,0.904727534643685,8.220167181069959
2619.png,35.08199386709211,0.922021844502404,8.103070987654322
